dataset,model,repeat,fold,true_clean_pred_clean,true_clean_pred_defect,true_defect_pred_clean,true_defect_pred_defect,plot
kc3,Random Forest,2,1,82,1,9,0,public_dataset_output/results/confusion_matrices/kc3/random_forest/repeat_02_fold_01.png
kc3,Random Forest,2,2,78,5,9,0,public_dataset_output/results/confusion_matrices/kc3/random_forest/repeat_02_fold_02.png
kc3,Random Forest,2,3,80,3,9,0,public_dataset_output/results/confusion_matrices/kc3/random_forest/repeat_02_fold_03.png
kc3,Random Forest,2,4,83,0,8,0,public_dataset_output/results/confusion_matrices/kc3/random_forest/repeat_02_fold_04.png
kc3,Random Forest,2,5,81,2,5,3,public_dataset_output/results/confusion_matrices/kc3/random_forest/repeat_02_fold_05.png
kc3,SVM,1,1,83,0,9,0,public_dataset_output/results/confusion_matrices/kc3/svm/repeat_01_fold_01.png
kc3,SVM,1,2,83,0,9,0,public_dataset_output/results/confusion_matrices/kc3/svm/repeat_01_fold_02.png
kc3,SVM,1,3,83,0,9,0,public_dataset_output/results/confusion_matrices/kc3/svm/repeat_01_fold_03.png
kc3,SVM,1,4,83,0,8,0,public_dataset_output/results/confusion_matrices/kc3/svm/repeat_01_fold_04.png
kc3,SVM,1,5,83,0,8,0,public_dataset_output/results/confusion_matrices/kc3/svm/repeat_01_fold_05.png
kc3,SVM,2,1,83,0,9,0,public_dataset_output/results/confusion_matrices/kc3/svm/repeat_02_fold_01.png
kc3,SVM,2,2,82,1,8,1,public_dataset_output/results/confusion_matrices/kc3/svm/repeat_02_fold_02.png
kc3,SVM,2,3,83,0,9,0,public_dataset_output/results/confusion_matrices/kc3/svm/repeat_02_fold_03.png
kc3,SVM,2,4,83,0,8,0,public_dataset_output/results/confusion_matrices/kc3/svm/repeat_02_fold_04.png
kc3,SVM,2,5,83,0,8,0,public_dataset_output/results/confusion_matrices/kc3/svm/repeat_02_fold_05.png
kc3,Logistic Regression,1,1,79,4,6,3,public_dataset_output/results/confusion_matrices/kc3/logistic_regression/repeat_01_fold_01.png
kc3,Logistic Regression,1,2,82,1,7,2,public_dataset_output/results/confusion_matrices/kc3/logistic_regression/repeat_01_fold_02.png
kc3,Logistic Regression,1,3,83,0,6,3,public_dataset_output/results/confusion_matrices/kc3/logistic_regression/repeat_01_fold_03.png
kc3,Logistic Regression,1,4,81,2,8,0,public_dataset_output/results/confusion_matrices/kc3/logistic_regression/repeat_01_fold_04.png
kc3,Logistic Regression,1,5,83,0,6,2,public_dataset_output/results/confusion_matrices/kc3/logistic_regression/repeat_01_fold_05.png
kc3,Logistic Regression,2,1,82,1,7,2,public_dataset_output/results/confusion_matrices/kc3/logistic_regression/repeat_02_fold_01.png
kc3,Logistic Regression,2,2,80,3,7,2,public_dataset_output/results/confusion_matrices/kc3/logistic_regression/repeat_02_fold_02.png
kc3,Logistic Regression,2,3,81,2,7,2,public_dataset_output/results/confusion_matrices/kc3/logistic_regression/repeat_02_fold_03.png
kc3,Logistic Regression,2,4,83,0,8,0,public_dataset_output/results/confusion_matrices/kc3/logistic_regression/repeat_02_fold_04.png
kc3,Logistic Regression,2,5,83,0,6,2,public_dataset_output/results/confusion_matrices/kc3/logistic_regression/repeat_02_fold_05.png
mc2,Random Forest,1,1,20,2,6,5,public_dataset_output/results/confusion_matrices/mc2/random_forest/repeat_01_fold_01.png
mc2,Random Forest,1,2,21,1,7,3,public_dataset_output/results/confusion_matrices/mc2/random_forest/repeat_01_fold_02.png
mc2,Random Forest,1,3,17,5,5,5,public_dataset_output/results/confusion_matrices/mc2/random_forest/repeat_01_fold_03.png
mc2,Random Forest,1,4,19,3,6,4,public_dataset_output/results/confusion_matrices/mc2/random_forest/repeat_01_fold_04.png
mc2,Random Forest,1,5,16,5,9,2,public_dataset_output/results/confusion_matrices/mc2/random_forest/repeat_01_fold_05.png
mc2,Random Forest,2,1,20,2,9,2,public_dataset_output/results/confusion_matrices/mc2/random_forest/repeat_02_fold_01.png
mc2,Random Forest,2,2,17,5,5,5,public_dataset_output/results/confusion_matrices/mc2/random_forest/repeat_02_fold_02.png
mc2,Random Forest,2,3,20,2,7,3,public_dataset_output/results/confusion_matrices/mc2/random_forest/repeat_02_fold_03.png
mc2,Random Forest,2,4,22,0,7,3,public_dataset_output/results/confusion_matrices/mc2/random_forest/repeat_02_fold_04.png
mc2,Random Forest,2,5,19,2,8,3,public_dataset_output/results/confusion_matrices/mc2/random_forest/repeat_02_fold_05.png
mc2,SVM,1,1,20,2,8,3,public_dataset_output/results/confusion_matrices/mc2/svm/repeat_01_fold_01.png
mc2,SVM,1,2,22,0,8,2,public_dataset_output/results/confusion_matrices/mc2/svm/repeat_01_fold_02.png
mc2,SVM,1,3,20,2,6,4,public_dataset_output/results/confusion_matrices/mc2/svm/repeat_01_fold_03.png
mc2,SVM,1,4,20,2,6,4,public_dataset_output/results/confusion_matrices/mc2/svm/repeat_01_fold_04.png
mc2,SVM,1,5,21,0,10,1,public_dataset_output/results/confusion_matrices/mc2/svm/repeat_01_fold_05.png
mc2,SVM,2,1,22,0,9,2,public_dataset_output/results/confusion_matrices/mc2/svm/repeat_02_fold_01.png
mc2,SVM,2,2,19,3,8,2,public_dataset_output/results/confusion_matrices/mc2/svm/repeat_02_fold_02.png
mc2,SVM,2,3,20,2,9,1,public_dataset_output/results/confusion_matrices/mc2/svm/repeat_02_fold_03.png
mc2,SVM,2,4,22,0,7,3,public_dataset_output/results/confusion_matrices/mc2/svm/repeat_02_fold_04.png
mc2,SVM,2,5,21,0,9,2,public_dataset_output/results/confusion_matrices/mc2/svm/repeat_02_fold_05.png
mc2,Logistic Regression,1,1,17,5,6,5,public_dataset_output/results/confusion_matrices/mc2/logistic_regression/repeat_01_fold_01.png
mc2,Logistic Regression,1,2,19,3,6,4,public_dataset_output/results/confusion_matrices/mc2/logistic_regression/repeat_01_fold_02.png
mc2,Logistic Regression,1,3,17,5,6,4,public_dataset_output/results/confusion_matrices/mc2/logistic_regression/repeat_01_fold_03.png
mc2,Logistic Regression,1,4,19,3,6,4,public_dataset_output/results/confusion_matrices/mc2/logistic_regression/repeat_01_fold_04.png
mc2,Logistic Regression,1,5,19,2,7,4,public_dataset_output/results/confusion_matrices/mc2/logistic_regression/repeat_01_fold_05.png
mc2,Logistic Regression,2,1,22,0,8,3,public_dataset_output/results/confusion_matrices/mc2/logistic_regression/repeat_02_fold_01.png
mc2,Logistic Regression,2,2,18,4,5,5,public_dataset_output/results/confusion_matrices/mc2/logistic_regression/repeat_02_fold_02.png
mc2,Logistic Regression,2,3,17,5,9,1,public_dataset_output/results/confusion_matrices/mc2/logistic_regression/repeat_02_fold_03.png
mc2,Logistic Regression,2,4,20,2,3,7,public_dataset_output/results/confusion_matrices/mc2/logistic_regression/repeat_02_fold_04.png
mc2,Logistic Regression,2,5,20,1,5,6,public_dataset_output/results/confusion_matrices/mc2/logistic_regression/repeat_02_fold_05.png
mw1,Random Forest,1,1,73,2,5,1,public_dataset_output/results/confusion_matrices/mw1/random_forest/repeat_01_fold_01.png
mw1,Random Forest,1,2,70,5,4,2,public_dataset_output/results/confusion_matrices/mw1/random_forest/repeat_01_fold_02.png
mw1,Random Forest,1,3,74,0,7,0,public_dataset_output/results/confusion_matrices/mw1/random_forest/repeat_01_fold_03.png
mw1,Random Forest,1,4,73,1,5,1,public_dataset_output/results/confusion_matrices/mw1/random_forest/repeat_01_fold_04.png
mw1,Random Forest,1,5,71,3,3,3,public_dataset_output/results/confusion_matrices/mw1/random_forest/repeat_01_fold_05.png
mw1,Random Forest,2,1,73,2,5,1,public_dataset_output/results/confusion_matrices/mw1/random_forest/repeat_02_fold_01.png
mw1,Random Forest,2,2,74,1,3,3,public_dataset_output/results/confusion_matrices/mw1/random_forest/repeat_02_fold_02.png
mw1,Random Forest,2,3,69,5,7,0,public_dataset_output/results/confusion_matrices/mw1/random_forest/repeat_02_fold_03.png
mw1,Random Forest,2,4,72,2,5,1,public_dataset_output/results/confusion_matrices/mw1/random_forest/repeat_02_fold_04.png
mw1,Random Forest,2,5,72,2,6,0,public_dataset_output/results/confusion_matrices/mw1/random_forest/repeat_02_fold_05.png
mw1,SVM,1,1,75,0,6,0,public_dataset_output/results/confusion_matrices/mw1/svm/repeat_01_fold_01.png
mw1,SVM,1,2,75,0,6,0,public_dataset_output/results/confusion_matrices/mw1/svm/repeat_01_fold_02.png
mw1,SVM,1,3,74,0,7,0,public_dataset_output/results/confusion_matrices/mw1/svm/repeat_01_fold_03.png
mw1,SVM,1,4,74,0,6,0,public_dataset_output/results/confusion_matrices/mw1/svm/repeat_01_fold_04.png
mw1,SVM,1,5,74,0,5,1,public_dataset_output/results/confusion_matrices/mw1/svm/repeat_01_fold_05.png
mw1,SVM,2,1,75,0,5,1,public_dataset_output/results/confusion_matrices/mw1/svm/repeat_02_fold_01.png
mw1,SVM,2,2,75,0,6,0,public_dataset_output/results/confusion_matrices/mw1/svm/repeat_02_fold_02.png
mw1,SVM,2,3,74,0,7,0,public_dataset_output/results/confusion_matrices/mw1/svm/repeat_02_fold_03.png
mw1,SVM,2,4,74,0,6,0,public_dataset_output/results/confusion_matrices/mw1/svm/repeat_02_fold_04.png
mw1,SVM,2,5,74,0,6,0,public_dataset_output/results/confusion_matrices/mw1/svm/repeat_02_fold_05.png
mw1,Logistic Regression,1,1,75,0,4,2,public_dataset_output/results/confusion_matrices/mw1/logistic_regression/repeat_01_fold_01.png
mw1,Logistic Regression,1,2,74,1,4,2,public_dataset_output/results/confusion_matrices/mw1/logistic_regression/repeat_01_fold_02.png
mw1,Logistic Regression,1,3,73,1,5,2,public_dataset_output/results/confusion_matrices/mw1/logistic_regression/repeat_01_fold_03.png
mw1,Logistic Regression,1,4,74,0,6,0,public_dataset_output/results/confusion_matrices/mw1/logistic_regression/repeat_01_fold_04.png
mw1,Logistic Regression,1,5,73,1,3,3,public_dataset_output/results/confusion_matrices/mw1/logistic_regression/repeat_01_fold_05.png
mw1,Logistic Regression,2,1,74,1,4,2,public_dataset_output/results/confusion_matrices/mw1/logistic_regression/repeat_02_fold_01.png
mw1,Logistic Regression,2,2,75,0,5,1,public_dataset_output/results/confusion_matrices/mw1/logistic_regression/repeat_02_fold_02.png
mw1,Logistic Regression,2,3,71,3,7,0,public_dataset_output/results/confusion_matrices/mw1/logistic_regression/repeat_02_fold_03.png
mw1,Logistic Regression,2,4,73,1,4,2,public_dataset_output/results/confusion_matrices/mw1/logistic_regression/repeat_02_fold_04.png
mw1,Logistic Regression,2,5,73,1,5,1,public_dataset_output/results/confusion_matrices/mw1/logistic_regression/repeat_02_fold_05.png
pc1,Random Forest,1,1,202,5,9,6,public_dataset_output/results/confusion_matrices/pc1/random_forest/repeat_01_fold_01.png
pc1,Random Forest,1,2,205,2,12,3,public_dataset_output/results/confusion_matrices/pc1/random_forest/repeat_01_fold_02.png
pc1,Random Forest,1,3,201,5,9,7,public_dataset_output/results/confusion_matrices/pc1/random_forest/repeat_01_fold_03.png
pc1,Random Forest,1,4,206,0,14,2,public_dataset_output/results/confusion_matrices/pc1/random_forest/repeat_01_fold_04.png
pc1,Random Forest,1,5,202,4,10,5,public_dataset_output/results/confusion_matrices/pc1/random_forest/repeat_01_fold_05.png
pc1,Random Forest,2,1,204,3,11,4,public_dataset_output/results/confusion_matrices/pc1/random_forest/repeat_02_fold_01.png
pc1,Random Forest,2,2,204,3,13,2,public_dataset_output/results/confusion_matrices/pc1/random_forest/repeat_02_fold_02.png
pc1,Random Forest,2,3,206,0,11,5,public_dataset_output/results/confusion_matrices/pc1/random_forest/repeat_02_fold_03.png
pc1,Random Forest,2,4,205,1,13,3,public_dataset_output/results/confusion_matrices/pc1/random_forest/repeat_02_fold_04.png
pc1,Random Forest,2,5,200,6,9,6,public_dataset_output/results/confusion_matrices/pc1/random_forest/repeat_02_fold_05.png
pc1,SVM,1,1,207,0,15,0,public_dataset_output/results/confusion_matrices/pc1/svm/repeat_01_fold_01.png
pc1,SVM,1,2,207,0,15,0,public_dataset_output/results/confusion_matrices/pc1/svm/repeat_01_fold_02.png
pc1,SVM,1,3,206,0,16,0,public_dataset_output/results/confusion_matrices/pc1/svm/repeat_01_fold_03.png
pc1,SVM,1,4,206,0,16,0,public_dataset_output/results/confusion_matrices/pc1/svm/repeat_01_fold_04.png
pc1,SVM,1,5,205,1,15,0,public_dataset_output/results/confusion_matrices/pc1/svm/repeat_01_fold_05.png
pc1,SVM,2,1,205,2,14,1,public_dataset_output/results/confusion_matrices/pc1/svm/repeat_02_fold_01.png
pc1,SVM,2,2,207,0,15,0,public_dataset_output/results/confusion_matrices/pc1/svm/repeat_02_fold_02.png
pc1,SVM,2,3,206,0,16,0,public_dataset_output/results/confusion_matrices/pc1/svm/repeat_02_fold_03.png
pc1,SVM,2,4,206,0,15,1,public_dataset_output/results/confusion_matrices/pc1/svm/repeat_02_fold_04.png
pc1,SVM,2,5,206,0,15,0,public_dataset_output/results/confusion_matrices/pc1/svm/repeat_02_fold_05.png
pc1,Logistic Regression,1,1,204,3,10,5,public_dataset_output/results/confusion_matrices/pc1/logistic_regression/repeat_01_fold_01.png
pc1,Logistic Regression,1,2,206,1,13,2,public_dataset_output/results/confusion_matrices/pc1/logistic_regression/repeat_01_fold_02.png
pc1,Logistic Regression,1,3,204,2,15,1,public_dataset_output/results/confusion_matrices/pc1/logistic_regression/repeat_01_fold_03.png
pc1,Logistic Regression,1,4,202,4,15,1,public_dataset_output/results/confusion_matrices/pc1/logistic_regression/repeat_01_fold_04.png
pc1,Logistic Regression,1,5,202,4,14,1,public_dataset_output/results/confusion_matrices/pc1/logistic_regression/repeat_01_fold_05.png
pc1,Logistic Regression,2,1,204,3,14,1,public_dataset_output/results/confusion_matrices/pc1/logistic_regression/repeat_02_fold_01.png
pc1,Logistic Regression,2,2,204,3,13,2,public_dataset_output/results/confusion_matrices/pc1/logistic_regression/repeat_02_fold_02.png
pc1,Logistic Regression,2,3,204,2,16,0,public_dataset_output/results/confusion_matrices/pc1/logistic_regression/repeat_02_fold_03.png
pc1,Logistic Regression,2,4,205,1,15,1,public_dataset_output/results/confusion_matrices/pc1/logistic_regression/repeat_02_fold_04.png
pc1,Logistic Regression,2,5,202,4,11,4,public_dataset_output/results/confusion_matrices/pc1/logistic_regression/repeat_02_fold_05.png
pc3,Random Forest,1,1,276,5,26,6,public_dataset_output/results/confusion_matrices/pc3/random_forest/repeat_01_fold_01.png
pc3,Random Forest,1,2,279,2,28,4,public_dataset_output/results/confusion_matrices/pc3/random_forest/repeat_01_fold_02.png
pc3,Random Forest,1,3,273,8,24,8,public_dataset_output/results/confusion_matrices/pc3/random_forest/repeat_01_fold_03.png
pc3,Random Forest,1,4,272,8,26,6,public_dataset_output/results/confusion_matrices/pc3/random_forest/repeat_01_fold_04.png
pc3,Random Forest,1,5,275,5,25,7,public_dataset_output/results/confusion_matrices/pc3/random_forest/repeat_01_fold_05.png
pc3,Random Forest,2,1,278,3,26,6,public_dataset_output/results/confusion_matrices/pc3/random_forest/repeat_02_fold_01.png
pc3,Random Forest,2,2,275,6,25,7,public_dataset_output/results/confusion_matrices/pc3/random_forest/repeat_02_fold_02.png
pc3,Random Forest,2,3,278,3,27,5,public_dataset_output/results/confusion_matrices/pc3/random_forest/repeat_02_fold_03.png
pc3,Random Forest,2,4,275,5,28,4,public_dataset_output/results/confusion_matrices/pc3/random_forest/repeat_02_fold_04.png
pc3,Random Forest,2,5,278,2,28,4,public_dataset_output/results/confusion_matrices/pc3/random_forest/repeat_02_fold_05.png
pc3,SVM,1,1,281,0,32,0,public_dataset_output/results/confusion_matrices/pc3/svm/repeat_01_fold_01.png
pc3,SVM,1,2,281,0,32,0,public_dataset_output/results/confusion_matrices/pc3/svm/repeat_01_fold_02.png
pc3,SVM,1,3,281,0,32,0,public_dataset_output/results/confusion_matrices/pc3/svm/repeat_01_fold_03.png
pc3,SVM,1,4,280,0,32,0,public_dataset_output/results/confusion_matrices/pc3/svm/repeat_01_fold_04.png
pc3,SVM,1,5,280,0,32,0,public_dataset_output/results/confusion_matrices/pc3/svm/repeat_01_fold_05.png
pc3,SVM,2,1,281,0,32,0,public_dataset_output/results/confusion_matrices/pc3/svm/repeat_02_fold_01.png
pc3,SVM,2,2,281,0,32,0,public_dataset_output/results/confusion_matrices/pc3/svm/repeat_02_fold_02.png
pc3,SVM,2,3,281,0,32,0,public_dataset_output/results/confusion_matrices/pc3/svm/repeat_02_fold_03.png
pc3,SVM,2,4,280,0,32,0,public_dataset_output/results/confusion_matrices/pc3/svm/repeat_02_fold_04.png
pc3,SVM,2,5,280,0,32,0,public_dataset_output/results/confusion_matrices/pc3/svm/repeat_02_fold_05.png
pc3,Logistic Regression,1,1,279,2,28,4,public_dataset_output/results/confusion_matrices/pc3/logistic_regression/repeat_01_fold_01.png
pc3,Logistic Regression,1,2,273,8,25,7,public_dataset_output/results/confusion_matrices/pc3/logistic_regression/repeat_01_fold_02.png
pc3,Logistic Regression,1,3,277,4,28,4,public_dataset_output/results/confusion_matrices/pc3/logistic_regression/repeat_01_fold_03.png
pc3,Logistic Regression,1,4,273,7,28,4,public_dataset_output/results/confusion_matrices/pc3/logistic_regression/repeat_01_fold_04.png
pc3,Logistic Regression,1,5,275,5,25,7,public_dataset_output/results/confusion_matrices/pc3/logistic_regression/repeat_01_fold_05.png
pc3,Logistic Regression,2,1,275,6,24,8,public_dataset_output/results/confusion_matrices/pc3/logistic_regression/repeat_02_fold_01.png
pc3,Logistic Regression,2,2,271,10,28,4,public_dataset_output/results/confusion_matrices/pc3/logistic_regression/repeat_02_fold_02.png
pc3,Logistic Regression,2,3,277,4,27,5,public_dataset_output/results/confusion_matrices/pc3/logistic_regression/repeat_02_fold_03.png
pc3,Logistic Regression,2,4,274,6,26,6,public_dataset_output/results/confusion_matrices/pc3/logistic_regression/repeat_02_fold_04.png
pc3,Logistic Regression,2,5,279,1,30,2,public_dataset_output/results/confusion_matrices/pc3/logistic_regression/repeat_02_fold_05.png
pc4,Random Forest,1,1,254,2,25,11,public_dataset_output/results/confusion_matrices/pc4/random_forest/repeat_01_fold_01.png
pc4,Random Forest,1,2,252,4,20,16,public_dataset_output/results/confusion_matrices/pc4/random_forest/repeat_01_fold_02.png
pc4,Random Forest,1,3,256,0,27,9,public_dataset_output/results/confusion_matrices/pc4/random_forest/repeat_01_fold_03.png
pc4,Random Forest,1,4,253,3,21,14,public_dataset_output/results/confusion_matrices/pc4/random_forest/repeat_01_fold_04.png
pc4,Random Forest,1,5,248,8,25,10,public_dataset_output/results/confusion_matrices/pc4/random_forest/repeat_01_fold_05.png
pc4,Random Forest,2,1,252,4,25,11,public_dataset_output/results/confusion_matrices/pc4/random_forest/repeat_02_fold_01.png
pc4,Random Forest,2,2,253,3,22,14,public_dataset_output/results/confusion_matrices/pc4/random_forest/repeat_02_fold_02.png
pc4,Random Forest,2,3,252,4,22,14,public_dataset_output/results/confusion_matrices/pc4/random_forest/repeat_02_fold_03.png
pc4,Random Forest,2,4,254,2,24,11,public_dataset_output/results/confusion_matrices/pc4/random_forest/repeat_02_fold_04.png
pc4,Random Forest,2,5,252,4,25,10,public_dataset_output/results/confusion_matrices/pc4/random_forest/repeat_02_fold_05.png
pc4,SVM,1,1,256,0,29,7,public_dataset_output/results/confusion_matrices/pc4/svm/repeat_01_fold_01.png
pc4,SVM,1,2,250,6,26,10,public_dataset_output/results/confusion_matrices/pc4/svm/repeat_01_fold_02.png
pc4,SVM,1,3,255,1,30,6,public_dataset_output/results/confusion_matrices/pc4/svm/repeat_01_fold_03.png
pc4,SVM,1,4,256,0,25,10,public_dataset_output/results/confusion_matrices/pc4/svm/repeat_01_fold_04.png
pc4,SVM,1,5,255,1,26,9,public_dataset_output/results/confusion_matrices/pc4/svm/repeat_01_fold_05.png
pc4,SVM,2,1,251,5,30,6,public_dataset_output/results/confusion_matrices/pc4/svm/repeat_02_fold_01.png
pc4,SVM,2,2,256,0,27,9,public_dataset_output/results/confusion_matrices/pc4/svm/repeat_02_fold_02.png
pc4,SVM,2,3,251,5,30,6,public_dataset_output/results/confusion_matrices/pc4/svm/repeat_02_fold_03.png
pc4,SVM,2,4,256,0,30,5,public_dataset_output/results/confusion_matrices/pc4/svm/repeat_02_fold_04.png
pc4,SVM,2,5,256,0,23,12,public_dataset_output/results/confusion_matrices/pc4/svm/repeat_02_fold_05.png
pc4,Logistic Regression,1,1,252,4,19,17,public_dataset_output/results/confusion_matrices/pc4/logistic_regression/repeat_01_fold_01.png
pc4,Logistic Regression,1,2,247,9,19,17,public_dataset_output/results/confusion_matrices/pc4/logistic_regression/repeat_01_fold_02.png
pc4,Logistic Regression,1,3,252,4,25,11,public_dataset_output/results/confusion_matrices/pc4/logistic_regression/repeat_01_fold_03.png
pc4,Logistic Regression,1,4,248,8,22,13,public_dataset_output/results/confusion_matrices/pc4/logistic_regression/repeat_01_fold_04.png
pc4,Logistic Regression,1,5,254,2,18,17,public_dataset_output/results/confusion_matrices/pc4/logistic_regression/repeat_01_fold_05.png
pc4,Logistic Regression,2,1,248,8,24,12,public_dataset_output/results/confusion_matrices/pc4/logistic_regression/repeat_02_fold_01.png
pc4,Logistic Regression,2,2,251,5,17,19,public_dataset_output/results/confusion_matrices/pc4/logistic_regression/repeat_02_fold_02.png
pc4,Logistic Regression,2,3,252,4,24,12,public_dataset_output/results/confusion_matrices/pc4/logistic_regression/repeat_02_fold_03.png
pc4,Logistic Regression,2,4,254,2,20,15,public_dataset_output/results/confusion_matrices/pc4/logistic_regression/repeat_02_fold_04.png
pc4,Logistic Regression,2,5,250,6,21,14,public_dataset_output/results/confusion_matrices/pc4/logistic_regression/repeat_02_fold_05.png
