dataset,model,split_index,repeat,fold,train_size,test_size,fit_seconds,predict_seconds,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,pr_auc,mcc
ar3,Logistic Regression,7,2,2,50,13,0.004393666999999546,0.0017886659999994947,0.7692307692307693,0.6590909090909092,0.3333333333333333,0.5,0.4,0.4545454545454546,0.25,0.27247463045653303
ar3,Logistic Regression,8,2,3,50,13,0.004162499999999625,0.0017475829999993309,0.7692307692307693,0.6590909090909092,0.3333333333333333,0.5,0.4,0.6818181818181819,0.6111111111111112,0.27247463045653303
ar3,Logistic Regression,9,2,4,51,12,0.004430750000000039,0.0017212080000001961,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ar3,Logistic Regression,10,2,5,51,12,0.004206291000000029,0.0017760829999993177,0.9166666666666666,0.5,0.0,0.0,0.0,0.09090909090909094,0.09090909090909091,0.0
ar4,Random Forest,1,1,1,85,22,0.05774200000000018,0.007543250000000334,0.8636363636363636,0.625,1.0,0.25,0.4,0.8819444444444445,0.625,0.4629100498862757
ar4,Random Forest,2,1,2,85,22,0.0573656249999992,0.007629624999999862,0.8181818181818182,0.5972222222222222,0.5,0.25,0.3333333333333333,0.8194444444444445,0.6,0.2608745973749754
ar4,Random Forest,3,1,3,86,21,0.05835454200000001,0.008017209000000136,0.9047619047619048,0.75,1.0,0.5,0.6666666666666666,0.9926470588235293,0.95,0.6688560540599386
ar4,Random Forest,4,1,4,86,21,0.05689616599999958,0.007676958999999428,0.8095238095238095,0.6911764705882353,0.5,0.5,0.5,0.7352941176470589,0.642156862745098,0.38235294117647056
ar4,Random Forest,5,1,5,86,21,0.05709241700000067,0.007993167000000412,0.9047619047619048,0.75,1.0,0.5,0.6666666666666666,0.8382352941176471,0.7589285714285714,0.6688560540599386
ar4,Random Forest,6,2,1,85,22,0.057623291999999715,0.0075508329999998125,0.8636363636363636,0.7222222222222222,0.6666666666666666,0.5,0.5714285714285714,0.7083333333333334,0.6359649122807017,0.49951243284357016
ar4,Random Forest,7,2,2,85,22,0.05874933399999982,0.007749333000000469,0.8181818181818182,0.5972222222222222,0.5,0.25,0.3333333333333333,0.8472222222222222,0.6215277777777778,0.2608745973749754
ar4,Random Forest,8,2,3,86,21,0.058329500000000145,0.007954209000000212,0.8571428571428571,0.625,1.0,0.25,0.4,0.7426470588235294,0.5297619047619048,0.4609772228646444
ar4,Random Forest,9,2,4,86,21,0.05733404199999992,0.00769945800000027,0.9523809523809523,0.875,1.0,0.75,0.8571428571428571,1.0,1.0,0.8416254115301732
ar4,Random Forest,10,2,5,86,21,0.057928416000000205,0.007523166999999553,0.8095238095238095,0.5955882352941176,0.5,0.25,0.3333333333333333,0.6911764705882353,0.39761904761904765,0.25573907949350594
ar4,SVM,1,1,1,85,22,0.004547957999999852,0.0018801670000003767,0.8636363636363636,0.625,1.0,0.25,0.4,0.6944444444444444,0.49930555555555556,0.4629100498862757
ar4,SVM,2,1,2,85,22,0.004437958000000464,0.0023108750000000455,0.8181818181818182,0.5,0.0,0.0,0.0,0.6944444444444444,0.6202380952380953,0.0
ar4,SVM,3,1,3,86,21,0.004367291999999523,0.001874667000000052,0.9047619047619048,0.75,1.0,0.5,0.6666666666666666,0.9852941176470588,0.95,0.6688560540599386
ar4,SVM,4,1,4,86,21,0.004354709000000234,0.0018588330000000042,0.8095238095238095,0.6911764705882353,0.5,0.5,0.5,0.7352941176470588,0.5826330532212884,0.38235294117647056
ar4,SVM,5,1,5,86,21,0.004118291999999357,0.0019778749999996847,0.8571428571428571,0.625,1.0,0.25,0.4,0.8088235294117647,0.6708333333333333,0.4609772228646444
ar4,SVM,6,2,1,85,22,0.004254541999999972,0.0018827919999999665,0.9090909090909091,0.75,1.0,0.5,0.6666666666666666,0.736111111111111,0.6597744360902256,0.6708203932499369
ar4,SVM,7,2,2,85,22,0.0043240829999993124,0.001886999999999972,0.8181818181818182,0.5972222222222222,0.5,0.25,0.3333333333333333,0.5833333333333334,0.475,0.2608745973749754
ar4,SVM,8,2,3,86,21,0.004242999999999775,0.0019324579999997482,0.8571428571428571,0.625,1.0,0.25,0.4,0.9117647058823528,0.775,0.4609772228646444
ar4,SVM,9,2,4,86,21,0.004460207999999355,0.001914999999999445,0.8095238095238095,0.5,0.0,0.0,0.0,0.9558823529411764,0.8928571428571428,0.0
ar4,SVM,10,2,5,86,21,0.00450829200000058,0.0018982089999992624,0.7619047619047619,0.47058823529411764,0.0,0.0,0.0,0.5294117647058824,0.2929505135387488,-0.10846522890932808
ar4,Logistic Regression,1,1,1,85,22,0.004917916999999328,0.001851499999999895,0.8181818181818182,0.5972222222222222,0.5,0.25,0.3333333333333333,0.8194444444444445,0.5833333333333333,0.2608745973749754
ar4,Logistic Regression,2,1,2,85,22,0.0047129589999999055,0.001724291999999572,0.8636363636363636,0.7222222222222222,0.6666666666666666,0.5,0.5714285714285714,0.75,0.6525735294117647,0.49951243284357016
ar4,Logistic Regression,3,1,3,86,21,0.004956625000000159,0.0017337500000005335,0.9047619047619048,0.75,1.0,0.5,0.6666666666666666,0.9558823529411764,0.8928571428571428,0.6688560540599386
ar4,Logistic Regression,4,1,4,86,21,0.004485332999999869,0.0018569159999994866,0.7619047619047619,0.6617647058823529,0.4,0.5,0.4444444444444444,0.7205882352941176,0.41041666666666665,0.29827937950065225
ar4,Logistic Regression,5,1,5,86,21,0.004950416999999874,0.0017360829999999439,0.9047619047619048,0.75,1.0,0.5,0.6666666666666666,0.7205882352941176,0.6348484848484848,0.6688560540599386
ar4,Logistic Regression,6,2,1,85,22,0.005214249999999865,0.0017763750000003853,0.8636363636363636,0.7222222222222222,0.6666666666666666,0.5,0.5714285714285714,0.7638888888888888,0.6451048951048951,0.49951243284357016
ar4,Logistic Regression,7,2,2,85,22,0.004754375000000088,0.0019301670000002602,0.8181818181818182,0.5972222222222222,0.5,0.25,0.3333333333333333,0.6805555555555556,0.371031746031746,0.2608745973749754
ar4,Logistic Regression,8,2,3,86,21,0.004704416999999239,0.00171804100000017,0.8571428571428571,0.7205882352941176,0.6666666666666666,0.5,0.5714285714285714,0.7941176470588235,0.5909090909090909,0.4950737714883372
ar4,Logistic Regression,9,2,4,86,21,0.00467766600000008,0.0017458750000001189,0.9047619047619048,0.8455882352941176,0.75,0.75,0.75,0.9558823529411764,0.8541666666666666,0.6911764705882353
ar4,Logistic Regression,10,2,5,86,21,0.0051612090000006106,0.0018685409999994462,0.7619047619047619,0.47058823529411764,0.0,0.0,0.0,0.7794117647058822,0.4714285714285714,-0.10846522890932808
ar5,Random Forest,1,1,1,28,8,0.054490707999999444,0.007433792000000494,0.875,0.9166666666666667,0.6666666666666666,1.0,0.8,1.0,1.0,0.7453559924999299
ar5,Random Forest,2,1,2,29,7,0.053978875000000315,0.007506791999999152,0.8571428571428571,0.9166666666666667,0.5,1.0,0.6666666666666666,1.0,1.0,0.6454972243679028
ar5,Random Forest,3,1,3,29,7,0.053366792000000274,0.007526458000000069,0.8571428571428571,0.5,0.0,0.0,0.0,1.0,1.0,0.0
ar5,Random Forest,4,1,4,29,7,0.053677291000000515,0.007865624999999987,0.5714285714285714,0.55,0.3333333333333333,0.5,0.4,0.7,0.5,0.09128709291752768
ar5,Random Forest,5,1,5,29,7,0.05330324999999991,0.00760654199999955,0.8571428571428571,0.75,1.0,0.5,0.6666666666666666,1.0,1.0,0.6454972243679028
ar5,Random Forest,6,2,1,28,8,0.053123083000000015,0.00809279199999935,0.875,0.9166666666666667,0.6666666666666666,1.0,0.8,1.0,1.0,0.7453559924999299
ar5,Random Forest,7,2,2,29,7,0.054842959000000135,0.007693167000000223,0.7142857142857143,0.8333333333333333,0.3333333333333333,1.0,0.5,0.8333333333333334,0.5,0.47140452079103173
ar5,Random Forest,8,2,3,29,7,0.053549124999999975,0.0077945829999999106,0.7142857142857143,0.4166666666666667,0.0,0.0,0.0,0.8333333333333334,0.5,-0.16666666666666666
ar5,Random Forest,9,2,4,29,7,0.05400283400000028,0.0077506670000007105,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ar5,Random Forest,10,2,5,29,7,0.06132512499999976,0.00833037499999989,0.8571428571428571,0.75,1.0,0.5,0.6666666666666666,0.9500000000000001,0.8333333333333333,0.6454972243679028
ar5,SVM,1,1,1,28,8,0.003917458000000096,0.0018367499999998316,0.875,0.75,1.0,0.5,0.6666666666666666,0.9166666666666667,0.8333333333333333,0.6546536707079772
ar5,SVM,2,1,2,29,7,0.003560709000000273,0.002045457999999556,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ar5,SVM,3,1,3,29,7,0.003757457999999936,0.002394250000000042,0.8571428571428571,0.5,0.0,0.0,0.0,1.0,1.0,0.0
ar5,SVM,4,1,4,29,7,0.003687792000000023,0.0017918329999995208,0.5714285714285714,0.55,0.3333333333333333,0.5,0.4,0.7,0.7,0.09128709291752768
ar5,SVM,5,1,5,29,7,0.0037965410000007083,0.001917375000000554,0.7142857142857143,0.5,0.0,0.0,0.0,1.0,1.0,0.0
ar5,SVM,6,2,1,28,8,0.0034675410000000184,0.0018311669999997449,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ar5,SVM,7,2,2,29,7,0.003958291000000003,0.0018473340000007,0.7142857142857143,0.8333333333333333,0.3333333333333333,1.0,0.5,1.0,1.0,0.47140452079103173
ar5,SVM,8,2,3,29,7,0.004336916999999829,0.0032295420000005848,0.8571428571428571,0.5,0.0,0.0,0.0,0.8333333333333334,0.5,0.0
ar5,SVM,9,2,4,29,7,0.0035853330000001904,0.001893875000000378,0.7142857142857143,0.5,0.0,0.0,0.0,1.0,1.0,0.0
ar5,SVM,10,2,5,29,7,0.005032749999999808,0.0018217499999995113,0.7142857142857143,0.5,0.0,0.0,0.0,0.5,0.6428571428571428,0.0
ar5,Logistic Regression,1,1,1,28,8,0.005320457999999917,0.0020156250000002984,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ar5,Logistic Regression,2,1,2,29,7,0.004149707999999919,0.001955750000000478,0.8571428571428571,0.9166666666666667,0.5,1.0,0.6666666666666666,1.0,1.0,0.6454972243679028
ar5,Logistic Regression,3,1,3,29,7,0.004262457999999469,0.0017240000000002809,0.8571428571428571,0.5,0.0,0.0,0.0,1.0,1.0,0.0
ar5,Logistic Regression,4,1,4,29,7,0.003993166999999964,0.0019574169999998503,0.5714285714285714,0.55,0.3333333333333333,0.5,0.4,0.7,0.5,0.09128709291752768
ar5,Logistic Regression,5,1,5,29,7,0.004317166999999955,0.0017094170000007125,0.8571428571428571,0.75,1.0,0.5,0.6666666666666666,1.0,1.0,0.6454972243679028
ar5,Logistic Regression,6,2,1,28,8,0.003997542000000465,0.001707582999999957,0.875,0.9166666666666667,0.6666666666666666,1.0,0.8,1.0,1.0,0.7453559924999299
ar5,Logistic Regression,7,2,2,29,7,0.004030832999999845,0.0017700000000004934,0.7142857142857143,0.8333333333333333,0.3333333333333333,1.0,0.5,0.6666666666666667,0.3333333333333333,0.47140452079103173
ar5,Logistic Regression,8,2,3,29,7,0.003971082999999709,0.0018249589999994598,0.7142857142857143,0.4166666666666667,0.0,0.0,0.0,0.8333333333333334,0.5,-0.16666666666666666
ar5,Logistic Regression,9,2,4,29,7,0.004240042000000166,0.0017743330000001833,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ar5,Logistic Regression,10,2,5,29,7,0.004203582999999789,0.001849542000000426,0.8571428571428571,0.75,1.0,0.5,0.6666666666666666,0.9,0.8333333333333333,0.6454972243679028
ar6,Random Forest,1,1,1,80,21,0.057297042000000076,0.007775624999999842,0.8095238095238095,0.4722222222222222,0.0,0.0,0.0,0.5462962962962963,0.27489177489177485,-0.09128709291752769
ar6,Random Forest,2,1,2,81,20,0.057574792000000485,0.007544459000000003,0.85,0.5,0.0,0.0,0.0,0.6470588235294117,0.3366013071895425,0.0
ar6,Random Forest,3,1,3,81,20,0.05834479199999976,0.007867291000000165,0.85,0.6372549019607843,0.5,0.3333333333333333,0.4,0.784313725490196,0.5575757575757576,0.32673201960653564
ar6,Random Forest,4,1,4,81,20,0.05829045799999921,0.007987542000000403,0.85,0.5,0.0,0.0,0.0,0.5980392156862744,0.2722222222222222,0.0
ar6,Random Forest,5,1,5,81,20,0.05837791699999961,0.007650166000000347,0.9,0.6666666666666666,1.0,0.3333333333333333,0.5,0.6764705882352942,0.4843304843304843,0.5461186812727502
ar6,Random Forest,6,2,1,80,21,0.05802008299999972,0.007718332999999689,0.8571428571428571,0.5,0.0,0.0,0.0,0.7685185185185185,0.3222222222222222,0.0
ar6,Random Forest,7,2,2,81,20,0.058523415999999884,0.00799737499999953,0.9,0.6666666666666666,1.0,0.3333333333333333,0.5,0.9019607843137254,0.7916666666666666,0.5461186812727502
ar6,Random Forest,8,2,3,81,20,0.058900625000000595,0.0077965420000003505,0.9,0.6666666666666666,1.0,0.3333333333333333,0.5,0.5980392156862745,0.47857142857142854,0.5461186812727502
ar6,Random Forest,9,2,4,81,20,0.05726641600000004,0.007620667000000303,0.9,0.6666666666666666,1.0,0.3333333333333333,0.5,0.7156862745098039,0.5625,0.5461186812727502
ar6,Random Forest,10,2,5,81,20,0.06014029199999982,0.013794166999999469,0.8,0.47058823529411764,0.0,0.0,0.0,0.3333333333333333,0.15833333333333333,-0.09637388493048533
