dataset,model,split_index,repeat,fold,train_size,test_size,fit_seconds,predict_seconds,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,pr_auc,mcc
kc3,Random Forest,6,2,1,366,92,0.0772594170000005,0.008538790999999435,0.8913043478260869,0.4939759036144578,0.0,0.0,0.0,0.8547523427041499,0.27851229443048964,-0.034519262808358424
kc3,Random Forest,7,2,2,366,92,0.0762716250000004,0.008500208000000953,0.8478260869565217,0.46987951807228917,0.0,0.0,0.0,0.8085676037483267,0.2362364835483115,-0.07894190171963548
kc3,Random Forest,8,2,3,366,92,0.07639708299999981,0.008262291999999505,0.8695652173913043,0.4819277108433735,0.0,0.0,0.0,0.8467202141900937,0.32690688940688944,-0.06045717258581093
kc3,Random Forest,9,2,4,367,91,0.07615324999999906,0.00842087500000055,0.9120879120879121,0.5,0.0,0.0,0.0,0.8147590361445783,0.41210129087057557,0.0
kc3,Random Forest,10,2,5,367,91,0.07627924999999891,0.008229207999999488,0.9230769230769231,0.6754518072289157,0.6,0.375,0.46153846153846156,0.9352409638554217,0.4687324929971989,0.43605136823670665
kc3,SVM,1,1,1,366,92,0.011687166999999832,0.002787959000000839,0.9021739130434783,0.5,0.0,0.0,0.0,0.7704149933065595,0.35059323392656727,0.0
kc3,SVM,2,1,2,366,92,0.012423708000000033,0.003010917000001001,0.9021739130434783,0.5,0.0,0.0,0.0,0.7456492637215528,0.4634698963684088,0.0
kc3,SVM,3,1,3,366,92,0.01199125000000123,0.002870082999999468,0.9021739130434783,0.5,0.0,0.0,0.0,0.6506024096385542,0.407123031392456,0.0
kc3,SVM,4,1,4,367,91,0.01165595800000041,0.002996292000000622,0.9120879120879121,0.5,0.0,0.0,0.0,0.5346385542168675,0.31886190156629135,0.0
kc3,SVM,5,1,5,367,91,0.011891625000000516,0.002864125000000328,0.9120879120879121,0.5,0.0,0.0,0.0,0.6671686746987953,0.3130192142207084,0.0
kc3,SVM,6,2,1,366,92,0.011567375000000268,0.00275950000000158,0.9021739130434783,0.5,0.0,0.0,0.0,0.4926372155287817,0.14843721078794636,0.0
kc3,SVM,7,2,2,366,92,0.011293042000000142,0.002700958000000142,0.9021739130434783,0.5495314591700133,0.5,0.1111111111111111,0.18181818181818182,0.6639892904953146,0.2600492678840316,0.20180650739923545
kc3,SVM,8,2,3,366,92,0.012690750000000861,0.003041958000000733,0.9021739130434783,0.5,0.0,0.0,0.0,0.8567603748326639,0.48780286525384564,0.0
kc3,SVM,9,2,4,367,91,0.011950624999998993,0.0029519169999989714,0.9120879120879121,0.5,0.0,0.0,0.0,0.6912650602409638,0.38608938287760314,0.0
kc3,SVM,10,2,5,367,91,0.012012457999999171,0.0029432079999995864,0.9120879120879121,0.5,0.0,0.0,0.0,0.8644578313253012,0.34241400348018,0.0
kc3,Logistic Regression,1,1,1,366,92,0.01005904099999988,0.0019171249999985207,0.8913043478260869,0.642570281124498,0.42857142857142855,0.3333333333333333,0.375,0.7824631860776439,0.4105892623308599,0.31949261181877653
kc3,Logistic Regression,2,1,2,366,92,0.00929862499999956,0.0019342499999996932,0.9130434782608695,0.6050870147255689,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.8821954484605088,0.4924912523932132,0.3515472628137895
kc3,Logistic Regression,3,1,3,366,92,0.009317499999999868,0.0019132500000011987,0.9347826086956522,0.6666666666666666,1.0,0.3333333333333333,0.5,0.8420348058902276,0.5738322957932466,0.5575494805135898
kc3,Logistic Regression,4,1,4,367,91,0.00889858300000057,0.0018857500000013516,0.8901098901098901,0.4879518072289157,0.0,0.0,0.0,0.7424698795180723,0.24742961913820055,-0.046539953155815474
kc3,Logistic Regression,5,1,5,367,91,0.00994749999999911,0.0019111249999994584,0.9340659340659341,0.625,1.0,0.25,0.4,0.8403614457831325,0.6229705459770115,0.4828520139915855
kc3,Logistic Regression,6,2,1,366,92,0.009914207999999647,0.0019028750000007477,0.9130434782608695,0.6050870147255689,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.7991967871485943,0.37368218201551534,0.3515472628137895
kc3,Logistic Regression,7,2,2,366,92,0.009718209000000755,0.0019727500000001896,0.8913043478260869,0.5930388219544847,0.4,0.2222222222222222,0.2857142857142857,0.7710843373493975,0.3371162606456724,0.24384276308954075
kc3,Logistic Regression,8,2,3,366,92,0.01003529199999953,0.0018947090000001054,0.9021739130434783,0.5990629183400268,0.5,0.2222222222222222,0.3076923076923077,0.8045515394912985,0.48152081825382725,0.2886224326072272
kc3,Logistic Regression,9,2,4,367,91,0.010277625000000512,0.0019230419999995974,0.9120879120879121,0.5,0.0,0.0,0.0,0.8222891566265059,0.35568556077880825,0.0
kc3,Logistic Regression,10,2,5,367,91,0.00893841599999945,0.0018892910000012364,0.9340659340659341,0.625,1.0,0.25,0.4,0.8855421686746988,0.6082049486461252,0.4828520139915855
mc2,Random Forest,1,1,1,128,33,0.06483679199999948,0.00797525000000121,0.7575757575757576,0.6818181818181818,0.7142857142857143,0.45454545454545453,0.5555555555555556,0.762396694214876,0.6797530584962527,0.4193139346887673
mc2,Random Forest,2,1,2,129,32,0.06468945900000023,0.007772208000000447,0.75,0.6272727272727273,0.75,0.3,0.42857142857142855,0.8113636363636364,0.7101523038365144,0.3567530340063379
mc2,Random Forest,3,1,3,129,32,0.06578104199999935,0.007762791999999408,0.6875,0.6363636363636364,0.5,0.5,0.5,0.6613636363636364,0.5860087719298246,0.2727272727272727
mc2,Random Forest,4,1,4,129,32,0.0642840420000006,0.007911166999999608,0.71875,0.6318181818181818,0.5714285714285714,0.4,0.47058823529411764,0.7886363636363636,0.5803479853479854,0.29559537103382283
mc2,Random Forest,5,1,5,129,32,0.06386074999999991,0.007867082999998942,0.5625,0.47186147186147187,0.2857142857142857,0.18181818181818182,0.2222222222222222,0.5043290043290043,0.4209048208099442,-0.06465741506925919
mc2,Random Forest,6,2,1,128,33,0.06471770799999987,0.007798708000001042,0.6666666666666666,0.5454545454545454,0.5,0.18181818181818182,0.26666666666666666,0.7747933884297521,0.6021775340555245,0.13130643285972254
mc2,Random Forest,7,2,2,129,32,0.064936874999999,0.007854874999999595,0.6875,0.6363636363636364,0.5,0.5,0.5,0.7545454545454545,0.6396778711484593,0.2727272727272727
mc2,Random Forest,8,2,3,129,32,0.06378783300000102,0.0076652080000005895,0.71875,0.6045454545454545,0.6,0.3,0.4,0.5568181818181819,0.49362203972498087,0.26691907246540336
mc2,Random Forest,9,2,4,129,32,0.06472583300000068,0.007990250000000643,0.78125,0.65,1.0,0.3,0.46153846153846156,0.7318181818181818,0.6459007813651776,0.477059961531621
mc2,Random Forest,10,2,5,129,32,0.06551933300000101,0.008039458000000721,0.6875,0.5887445887445888,0.6,0.2727272727272727,0.375,0.7575757575757576,0.624768178382393,0.2321726094326961
mc2,SVM,1,1,1,128,33,0.005946957999999114,0.0021785409999992567,0.696969696969697,0.5909090909090908,0.6,0.2727272727272727,0.375,0.7727272727272727,0.5873634563543285,0.23904572186687872
mc2,SVM,2,1,2,129,32,0.006253707999999136,0.002288291999999359,0.75,0.6,1.0,0.2,0.3333333333333333,0.7295454545454545,0.6843810803891449,0.38297084310253526
mc2,SVM,3,1,3,129,32,0.005970665999999625,0.0021830420000004125,0.75,0.6545454545454545,0.6666666666666666,0.4,0.5,0.6636363636363637,0.5361369770580297,0.3670584895244009
mc2,SVM,4,1,4,129,32,0.0059629999999994965,0.0021487499999999216,0.75,0.6545454545454545,0.6666666666666666,0.4,0.5,0.8090909090909091,0.6006926406926407,0.3670584895244009
mc2,SVM,5,1,5,129,32,0.005756209000001178,0.00216104200000089,0.6875,0.5454545454545454,1.0,0.09090909090909091,0.16666666666666666,0.5497835497835498,0.486473684918661,0.24816038707378335
mc2,SVM,6,2,1,128,33,0.005750041999998956,0.002123750000000868,0.7272727272727273,0.5909090909090909,1.0,0.18181818181818182,0.3076923076923077,0.7458677685950413,0.6175203139106882,0.35921060405354976
mc2,SVM,7,2,2,129,32,0.0058661250000007215,0.002137875000000733,0.65625,0.5318181818181819,0.4,0.2,0.26666666666666666,0.6636363636363637,0.43579631720936074,0.08123623944599233
mc2,SVM,8,2,3,129,32,0.005964499999999262,0.002168291999998573,0.65625,0.5045454545454545,0.3333333333333333,0.1,0.15384615384615385,0.4818181818181818,0.34167866447278206,0.014456362470655182
mc2,SVM,9,2,4,129,32,0.005916166999998751,0.002139958999999081,0.78125,0.65,1.0,0.3,0.46153846153846156,0.8409090909090909,0.759978354978355,0.477059961531621
mc2,SVM,10,2,5,129,32,0.005914583000000917,0.002129625000000246,0.71875,0.5909090909090909,1.0,0.18181818181818182,0.3076923076923077,0.7835497835497836,0.7256464942681952,0.3567530340063379
mc2,Logistic Regression,1,1,1,128,33,0.005963209000000802,0.0018174169999998213,0.6666666666666666,0.6136363636363636,0.5,0.45454545454545453,0.47619047619047616,0.731404958677686,0.6511656275413391,0.23312620206007845
mc2,Logistic Regression,2,1,2,129,32,0.005915458000000484,0.0018103329999998863,0.71875,0.6318181818181818,0.5714285714285714,0.4,0.47058823529411764,0.7477272727272727,0.5943605079131395,0.29559537103382283
mc2,Logistic Regression,3,1,3,129,32,0.006420791000000037,0.0017868749999987443,0.65625,0.5863636363636364,0.4444444444444444,0.4,0.42105263157894735,0.6727272727272728,0.5728246187363835,0.17806849308658554
mc2,Logistic Regression,4,1,4,129,32,0.006144875000000383,0.0017754580000008957,0.71875,0.6318181818181818,0.5714285714285714,0.4,0.47058823529411764,0.8272727272727273,0.7120887445887447,0.29559537103382283
mc2,Logistic Regression,5,1,5,129,32,0.007259624999999659,0.0017687080000001743,0.71875,0.6341991341991342,0.6666666666666666,0.36363636363636365,0.47058823529411764,0.645021645021645,0.6397865227657719,0.32660542964119055
mc2,Logistic Regression,6,2,1,128,33,0.006186416999998556,0.001794999999999547,0.7575757575757576,0.6363636363636364,1.0,0.2727272727272727,0.42857142857142855,0.75,0.6457742151522056,0.4472135954999579
mc2,Logistic Regression,7,2,2,129,32,0.0061003330000009015,0.0019183750000006938,0.71875,0.6590909090909092,0.5555555555555556,0.5,0.5263157894736842,0.7318181818181818,0.5904184704184704,0.3280209083173944
mc2,Logistic Regression,8,2,3,129,32,0.007468208000000587,0.0018306250000001967,0.5625,0.43636363636363634,0.16666666666666666,0.1,0.125,0.5045454545454545,0.3400167475785916,-0.15114173098063566
mc2,Logistic Regression,9,2,4,129,32,0.006544500000000397,0.0017632089999999323,0.84375,0.8045454545454545,0.7777777777777778,0.7,0.7368421052631579,0.8318181818181818,0.8315415821501013,0.6279257387790121
mc2,Logistic Regression,10,2,5,129,32,0.0060477500000004625,0.0017632089999999323,0.8125,0.7489177489177489,0.8571428571428571,0.5454545454545454,0.6666666666666666,0.8571428571428572,0.7969435792965205,0.5719694409972929
mw1,Random Forest,1,1,1,322,81,0.07589691699999968,0.008084624999998624,0.9135802469135802,0.5700000000000001,0.3333333333333333,0.16666666666666666,0.2222222222222222,0.6311111111111112,0.31452913585681946,0.1941450686788302
mw1,Random Forest,2,1,2,322,81,0.07753800000000055,0.008157875000000203,0.8888888888888888,0.6333333333333333,0.2857142857142857,0.3333333333333333,0.3076923076923077,0.6122222222222221,0.1587230471639074,0.24854790640048
mw1,Random Forest,3,1,3,322,81,0.07785116700000039,0.008078834000000867,0.9135802469135802,0.5,0.0,0.0,0.0,0.7683397683397684,0.2861191277857944,0.0
mw1,Random Forest,4,1,4,323,80,0.07694295800000006,0.008241999999999194,0.925,0.5765765765765766,0.5,0.16666666666666666,0.25,0.918918918918919,0.428855580693816,0.2583777597996135
mw1,Random Forest,5,1,5,323,80,0.07891341700000076,0.008126332999999875,0.925,0.7297297297297297,0.5,0.5,0.5,0.7781531531531533,0.5036616161616161,0.4594594594594595
mw1,Random Forest,6,2,1,322,81,0.07830083299999835,0.008585625000000263,0.9135802469135802,0.5700000000000001,0.3333333333333333,0.16666666666666666,0.2222222222222222,0.8522222222222222,0.2930672268907563,0.1941450686788302
mw1,Random Forest,7,2,2,322,81,0.07837050000000012,0.008124332999999595,0.9506172839506173,0.7433333333333334,0.75,0.5,0.6,0.8633333333333333,0.43364197530864196,0.5882507637385276
mw1,Random Forest,8,2,3,322,81,0.07572766699999889,0.00841416699999975,0.8518518518518519,0.46621621621621623,0.0,0.0,0.0,0.5598455598455598,0.1328433322939166,-0.07888807635980005
mw1,Random Forest,9,2,4,323,80,0.0788257080000001,0.008108082999999766,0.9125,0.5698198198198199,0.3333333333333333,0.16666666666666666,0.2222222222222222,0.7995495495495496,0.38371212121212117,0.19359503474789194
mw1,Random Forest,10,2,5,323,80,0.07793570900000013,0.008313209000000654,0.9,0.4864864864864865,0.0,0.0,0.0,0.7409909909909911,0.22917215634606938,-0.04559607525875532
mw1,SVM,1,1,1,322,81,0.009411125000001519,0.002576624999999666,0.9259259259259259,0.5,0.0,0.0,0.0,0.7466666666666666,0.23493788819875777,0.0
mw1,SVM,2,1,2,322,81,0.009196167000000699,0.002511541999998812,0.9259259259259259,0.5,0.0,0.0,0.0,0.6966666666666668,0.35080266955266953,0.0
mw1,SVM,3,1,3,322,81,0.009296542000001295,0.0025941249999998917,0.9135802469135802,0.5,0.0,0.0,0.0,0.7799227799227799,0.5071626824245681,0.0
mw1,SVM,4,1,4,323,80,0.009636042000000344,0.00253916700000012,0.925,0.5,0.0,0.0,0.0,0.822072072072072,0.4888888888888888,0.0
mw1,SVM,5,1,5,323,80,0.00964420900000107,0.002586167000000472,0.9375,0.5833333333333334,1.0,0.16666666666666666,0.2857142857142857,0.8941441441441441,0.567104192104192,0.39511788552268245
mw1,SVM,6,2,1,322,81,0.00950495800000084,0.002601834000000025,0.9382716049382716,0.5833333333333334,1.0,0.16666666666666666,0.2857142857142857,0.6244444444444444,0.3266833403806764,0.39528470752104744
mw1,SVM,7,2,2,322,81,0.010003249999998687,0.0026450419999992647,0.9259259259259259,0.5,0.0,0.0,0.0,0.9466666666666667,0.7146825396825396,0.0
mw1,SVM,8,2,3,322,81,0.008571040999999724,0.002524500000001595,0.9135802469135802,0.5,0.0,0.0,0.0,0.6467181467181466,0.21978647918497543,0.0
mw1,SVM,9,2,4,323,80,0.009553874999999934,0.002551666000000452,0.925,0.5,0.0,0.0,0.0,0.8130630630630631,0.3947811447811448,0.0
mw1,SVM,10,2,5,323,80,0.009343582999999711,0.002599957999997571,0.925,0.5,0.0,0.0,0.0,0.8108108108108107,0.25623045124974575,0.0
mw1,Logistic Regression,1,1,1,322,81,0.00712624999999889,0.0019019590000013409,0.9506172839506173,0.6666666666666666,1.0,0.3333333333333333,0.5,0.6577777777777778,0.41474371956828093,0.562543950463012
mw1,Logistic Regression,2,1,2,322,81,0.007120707999998643,0.0018539580000016542,0.9382716049382716,0.66,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.7077777777777778,0.35209595959595963,0.4437601569801833
mw1,Logistic Regression,3,1,3,322,81,0.007129500000001343,0.001859458999998509,0.9259259259259259,0.6361003861003861,0.6666666666666666,0.2857142857142857,0.4,0.8436293436293436,0.3673113118765292,0.4049918690769162
mw1,Logistic Regression,4,1,4,323,80,0.006929166999999126,0.0018362500000002058,0.925,0.5,0.0,0.0,0.0,0.8018018018018018,0.35593689004554324,0.0
mw1,Logistic Regression,5,1,5,323,80,0.007364625000001013,0.0018199159999987558,0.95,0.7432432432432432,0.75,0.5,0.6,0.8963963963963963,0.5051008932587879,0.5879298010176119
mw1,Logistic Regression,6,2,1,322,81,0.00747537500000206,0.0019885829999992666,0.9382716049382716,0.66,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.7488888888888889,0.44104191814158217,0.4437601569801833
mw1,Logistic Regression,7,2,2,322,81,0.007138707999999383,0.002016292000000419,0.9382716049382716,0.5833333333333334,1.0,0.16666666666666666,0.2857142857142857,0.8111111111111111,0.561441798941799,0.39528470752104744
mw1,Logistic Regression,8,2,3,322,81,0.00688650000000024,0.0018210419999995509,0.8765432098765432,0.4797297297297297,0.0,0.0,0.0,0.5328185328185329,0.12813699579044274,-0.06031793794762582
mw1,Logistic Regression,9,2,4,323,80,0.007393291999999718,0.0018348330000002022,0.9375,0.6599099099099099,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.8986486486486487,0.6728632478632478,0.4433950795838815
mw1,Logistic Regression,10,2,5,323,80,0.007220832999998095,0.0018246659999974213,0.925,0.5765765765765766,0.5,0.16666666666666666,0.25,0.8018018018018018,0.34331599557588255,0.2583777597996135
pc1,Random Forest,1,1,1,887,222,0.11141812500000015,0.009311333999999505,0.9369369369369369,0.6879227053140097,0.5454545454545454,0.4,0.46153846153846156,0.7797101449275363,0.36621327584689656,0.4347128555527298
pc1,Random Forest,2,1,2,887,222,0.11190050000000085,0.00945787499999895,0.9369369369369369,0.5951690821256038,0.6,0.2,0.3,0.8383252818035427,0.421310212347364,0.32198957402542183
pc1,Random Forest,3,1,3,887,222,0.11435808299999906,0.009408665999998789,0.9369369369369369,0.7066140776699029,0.5833333333333334,0.4375,0.5,0.9039745145631068,0.5647693967230156,0.4725885940176315
pc1,Random Forest,4,1,4,887,222,0.11082975000000062,0.009578958000002302,0.9369369369369369,0.5625,1.0,0.125,0.2222222222222222,0.845873786407767,0.44938295497576675,0.3421190648669766
pc1,Random Forest,5,1,5,888,221,0.11478362500000117,0.009661999999998727,0.9366515837104072,0.656957928802589,0.5555555555555556,0.3333333333333333,0.4166666666666667,0.8728155339805825,0.4143045320737451,0.3994876054344042
pc1,Random Forest,6,2,1,887,222,0.11529045900000057,0.009273084000000154,0.9369369369369369,0.6260869565217392,0.5714285714285714,0.26666666666666666,0.36363636363636365,0.8122383252818035,0.37466798684636415,0.362211896201009
pc1,Random Forest,7,2,2,887,222,0.1097274999999982,0.009456124999999815,0.9279279279279279,0.5594202898550725,0.4,0.13333333333333333,0.2,0.8037037037037038,0.3368950354151332,0.20103917566054255
pc1,Random Forest,8,2,3,887,222,0.11227691600000256,0.009705124999999981,0.9504504504504504,0.65625,1.0,0.3125,0.47619047619047616,0.8994235436893204,0.5951086453767015,0.5446641039898951
pc1,Random Forest,9,2,4,887,222,0.11335533300000122,0.0094623750000018,0.9369369369369369,0.5913228155339806,0.75,0.1875,0.3,0.8831917475728155,0.4221610972002138,0.35509507368668347
pc1,Random Forest,10,2,5,888,221,0.11291374999999704,0.009792208000000358,0.9321266968325792,0.6854368932038835,0.5,0.4,0.4444444444444444,0.8237864077669903,0.3576441614875069,0.4116627888016256
pc1,SVM,1,1,1,887,222,0.03478783399999941,0.005322082999999367,0.9324324324324325,0.5,0.0,0.0,0.0,0.7964573268921095,0.4361516617987194,0.0
pc1,SVM,2,1,2,887,222,0.032353125000000205,0.004991332999999543,0.9324324324324325,0.5,0.0,0.0,0.0,0.4679549114331723,0.18731277136525543,0.0
pc1,SVM,3,1,3,887,222,0.033063874999999854,0.0052525000000009925,0.9279279279279279,0.5,0.0,0.0,0.0,0.600121359223301,0.23761613592539987,0.0
pc1,SVM,4,1,4,887,222,0.03583349999999896,0.0052059590000013145,0.9279279279279279,0.5,0.0,0.0,0.0,0.549757281553398,0.3081303907794947,0.0
pc1,SVM,5,1,5,888,221,0.03342024999999893,0.004850582999999631,0.9276018099547512,0.4975728155339806,0.0,0.0,0.0,0.6355987055016181,0.15630149741389124,-0.018192847493224876
pc1,SVM,6,2,1,887,222,0.03327545800000209,0.005209332999999816,0.9279279279279279,0.5285024154589372,0.3333333333333333,0.06666666666666667,0.1111111111111111,0.5452495974235104,0.15248415490904751,0.12392524304482758
pc1,SVM,7,2,2,887,222,0.03206787499999919,0.005038250000001909,0.9324324324324325,0.5,0.0,0.0,0.0,0.607085346215781,0.2712166708620966,0.0
pc1,SVM,8,2,3,887,222,0.03396841700000053,0.004961125000001232,0.9279279279279279,0.5,0.0,0.0,0.0,0.5785800970873786,0.211906111044808,0.0
pc1,SVM,9,2,4,887,222,0.03544012500000093,0.005252875000000046,0.9324324324324325,0.53125,1.0,0.0625,0.11764705882352941,0.5905643203883495,0.26663218060797056,0.2413667718474028
pc1,SVM,10,2,5,888,221,0.032516125000000784,0.004944292000001127,0.9321266968325792,0.5,0.0,0.0,0.0,0.6181229773462783,0.30396288306159197,0.0
pc1,Logistic Regression,1,1,1,887,222,0.0107096250000005,0.0018462919999997496,0.9414414414414415,0.6594202898550725,0.625,0.3333333333333333,0.43478260869565216,0.8193236714975846,0.3357060580162815,0.4293905795531857
pc1,Logistic Regression,2,1,2,887,222,0.010481458999997528,0.0018365000000031273,0.9369369369369369,0.5642512077294686,0.6666666666666666,0.13333333333333333,0.2222222222222222,0.8657004830917875,0.3699459417286349,0.2793569038129164
pc1,Logistic Regression,3,1,3,887,222,0.009460499999999428,0.0017963750000014045,0.9234234234234234,0.5263956310679612,0.3333333333333333,0.0625,0.10526315789473684,0.7754854368932039,0.22622637219256425,0.118242325359058
pc1,Logistic Regression,4,1,4,887,222,0.011133333000000079,0.001844250000001324,0.9144144144144144,0.5215412621359223,0.2,0.0625,0.09523809523809523,0.8373786407766991,0.2109676687950643,0.07508961433647096
pc1,Logistic Regression,5,1,5,888,221,0.012392583000000457,0.0018633330000028536,0.918552036199095,0.5236245954692557,0.2,0.06666666666666667,0.1,0.8472491909385114,0.22044366281922873,0.0799211525622149
pc1,Logistic Regression,6,2,1,887,222,0.011677417000001356,0.001978042000001068,0.9234234234234234,0.5260869565217392,0.25,0.06666666666666667,0.10526315789473684,0.7513687600644122,0.17081267561750219,0.09845232344654106
pc1,Logistic Regression,7,2,2,887,222,0.010952374999998682,0.0019354590000020266,0.9279279279279279,0.5594202898550725,0.4,0.13333333333333333,0.2,0.818035426731079,0.2798083741506939,0.20103917566054255
pc1,Logistic Regression,8,2,3,887,222,0.010480292000000446,0.00191029200000159,0.918918918918919,0.49514563106796117,0.0,0.0,0.0,0.8079490291262137,0.24573753072629836,-0.02657235455277488
pc1,Logistic Regression,9,2,4,887,222,0.010463042000001366,0.001892000000001559,0.9279279279279279,0.5288228155339806,0.5,0.0625,0.1111111111111111,0.7598604368932039,0.24464855976233513,0.15777335515710086
pc1,Logistic Regression,10,2,5,888,221,0.01005075000000133,0.0019038749999999993,0.9321266968325792,0.6236245954692556,0.5,0.26666666666666666,0.34782608695652173,0.8385113268608414,0.30375716004098896,0.3329502333818838
pc3,Random Forest,1,1,1,1250,313,0.17941270800000098,0.011110999999999649,0.9009584664536742,0.5848532028469751,0.5454545454545454,0.1875,0.27906976744186046,0.8390235765124555,0.4544873297164013,0.27920717240088716
pc3,Random Forest,2,1,2,1250,313,0.18192133399999832,0.01109241700000041,0.9041533546325878,0.55894128113879,0.6666666666666666,0.125,0.21052631578947367,0.8630449288256228,0.4861933641520392,0.2604551224306112
pc3,Random Forest,3,1,3,1250,313,0.17821412500000022,0.011635125000001523,0.8977635782747604,0.6107651245551602,0.5,0.25,0.3333333333333333,0.8972975978647686,0.4981020054451095,0.30473544310371764
pc3,Random Forest,4,1,4,1251,312,0.18195712500000027,0.010843916999998982,0.8910256410256411,0.5794642857142858,0.42857142857142855,0.1875,0.2608695652173913,0.7578683035714285,0.3790754679290115,0.2329076935171812
pc3,Random Forest,5,1,5,1251,312,0.17529879199999954,0.011100000000002552,0.9038461538461539,0.6004464285714286,0.5833333333333334,0.21875,0.3181818181818182,0.8123325892857143,0.36608367520656043,0.31693284552319373
pc3,Random Forest,6,2,1,1250,313,0.1814754160000014,0.01135308399999957,0.9073482428115016,0.5884119217081851,0.6666666666666666,0.1875,0.2926829268292683,0.8717749110320285,0.49589922955713034,0.32056118044211646
pc3,Random Forest,7,2,2,1250,313,0.17877804200000114,0.010945458000001906,0.9009584664536742,0.59869884341637,0.5384615384615384,0.21875,0.3111111111111111,0.8180048932384342,0.39016563576191066,0.29973530807137916
pc3,Random Forest,8,2,3,1250,313,0.17988333299999937,0.011175666000003304,0.9041533546325878,0.5727869217081851,0.625,0.15625,0.25,0.8767237544483985,0.4714694251985341,0.2794580242329935
pc3,Random Forest,9,2,4,1251,312,0.179109167,0.011064375000000126,0.8942307692307693,0.5535714285714286,0.4444444444444444,0.125,0.1951219512195122,0.84921875,0.3847867126513018,0.19421137330248636
pc3,Random Forest,10,2,5,1251,312,0.18251458299999967,0.011230874999998974,0.9038461538461539,0.5589285714285714,0.6666666666666666,0.125,0.21052631578947367,0.8453125,0.41122093962294826,0.26035958758213296
pc3,SVM,1,1,1,1250,313,0.09210687499999892,0.011664209000002757,0.8977635782747604,0.5,0.0,0.0,0.0,0.7312055160142349,0.29086728873182566,0.0
pc3,SVM,2,1,2,1250,313,0.08353637500000133,0.011075417000000698,0.8977635782747604,0.5,0.0,0.0,0.0,0.6533585409252669,0.2585063100492369,0.0
pc3,SVM,3,1,3,1250,313,0.08139808299999984,0.010839542000002922,0.8977635782747604,0.5,0.0,0.0,0.0,0.7768016014234875,0.3016707799591987,0.0
pc3,SVM,4,1,4,1251,312,0.08001133400000171,0.010872041999999027,0.8974358974358975,0.5,0.0,0.0,0.0,0.7300223214285714,0.29762073740558626,0.0
pc3,SVM,5,1,5,1251,312,0.08235754200000045,0.011439250000002232,0.8974358974358975,0.5,0.0,0.0,0.0,0.6491071428571428,0.25907807356997214,0.0
pc3,SVM,6,2,1,1250,313,0.08830825000000075,0.011056834000001459,0.8977635782747604,0.5,0.0,0.0,0.0,0.6133229537366548,0.3473799054727906,0.0
pc3,SVM,7,2,2,1250,313,0.07756150000000162,0.011447125000000113,0.8977635782747604,0.5,0.0,0.0,0.0,0.69461743772242,0.21025963868409203,0.0
pc3,SVM,8,2,3,1250,313,0.08513824999999997,0.01134204200000255,0.8977635782747604,0.5,0.0,0.0,0.0,0.7596196619217082,0.2881350388596499,0.0
pc3,SVM,9,2,4,1251,312,0.08188779099999977,0.011184416000002528,0.8974358974358975,0.5,0.0,0.0,0.0,0.6808035714285714,0.23325697611957902,0.0
pc3,SVM,10,2,5,1251,312,0.0836522500000001,0.011478374999999374,0.8974358974358975,0.5,0.0,0.0,0.0,0.7160714285714286,0.260559704632129,0.0
pc3,Logistic Regression,1,1,1,1250,313,0.018904417000001672,0.0021013749999987397,0.9041533546325878,0.55894128113879,0.6666666666666666,0.125,0.21052631578947367,0.7897019572953736,0.3719077425270654,0.2604551224306112
pc3,Logistic Regression,2,1,2,1250,313,0.016893291999998894,0.0021253750000020943,0.8945686900958466,0.5951401245551602,0.4666666666666667,0.21875,0.2978723404255319,0.8180604982206406,0.38537885119489984,0.26987838268000863
pc3,Logistic Regression,3,1,3,1250,313,0.018747375000000233,0.002096083000001414,0.8977635782747604,0.5553825622775801,0.5,0.125,0.2,0.839079181494662,0.40296491233597426,0.2126357464752189
pc3,Logistic Regression,4,1,4,1251,312,0.01797924999999978,0.0021917080000015687,0.8878205128205128,0.55,0.36363636363636365,0.125,0.18604651162790697,0.8073660714285714,0.28135076400024034,0.16450322423053299
pc3,Logistic Regression,5,1,5,1251,312,0.018480165999999798,0.0020805840000015507,0.9038461538461539,0.6004464285714286,0.5833333333333334,0.21875,0.3181818181818182,0.8420758928571428,0.3855420750018719,0.31693284552319373
pc3,Logistic Regression,6,2,1,1250,313,0.01868333299999847,0.0021093329999999355,0.9041533546325878,0.61432384341637,0.5714285714285714,0.25,0.34782608695652173,0.8006005338078293,0.4075249338976917,0.335116143242971
pc3,Logistic Regression,7,2,2,1250,313,0.017336958000001346,0.0021818340000017145,0.8785942492012779,0.5447064056939501,0.2857142857142857,0.125,0.17391304347826086,0.7755782918149466,0.2762048642633946,0.13104736340824352
pc3,Logistic Regression,8,2,3,1250,313,0.018297666999998796,0.002135540999997687,0.9009584664536742,0.5710075622775801,0.5555555555555556,0.15625,0.24390243902439024,0.8409141459074734,0.43952712608290934,0.2574569983802407
