feature,importance,source
unique_operators,0.6727245630508955,linear_coefficients
multiple_condition_count,0.6338388753202494,linear_coefficients
design_density,0.5267069781233452,linear_coefficients
halstead_vocabulary,0.5250660220561814,linear_coefficients
halstead_level,0.4682273348211537,linear_coefficients
comment_loc,0.43376792821084204,linear_coefficients
unique_operands,0.43201976545212156,linear_coefficients
halstead_effort,0.3919969348798394,linear_coefficients
halstead_time,0.3919969303308618,linear_coefficients
code_and_comment_loc,0.3830331020553575,linear_coefficients
blank_loc,0.3199021590368935,linear_coefficients
decision_density,0.24760201303295218,linear_coefficients
normalized_cyclomatic_complexity,0.21255895628118188,linear_coefficients
cyclomatic_density,0.17956343853101375,linear_coefficients
design_complexity,0.14785413275881923,linear_coefficients
call_pairs,0.14785413275881923,linear_coefficients
total_loc,0.11209065762100658,linear_coefficients
cyclomatic_complexity,0.10143124330124446,linear_coefficients
formal_parameters,0.1006533528847679,linear_coefficients
condition_count,0.09367334705761353,linear_coefficients
total_operators,0.07241398862746065,linear_coefficients
halstead_error,0.06152630283488016,linear_coefficients
halstead_volume,0.06152507529658605,linear_coefficients
total_operands,0.05682445780864197,linear_coefficients
halstead_difficulty,0.052493307961921455,linear_coefficients
decision_count,0.03999412944645905,linear_coefficients
branch_count,0.03999412944645905,linear_coefficients
halstead_length,0.018454117400145225,linear_coefficients
executable_loc,0.014588422868146964,linear_coefficients
