feature,importance,source
unique_operators,0.0784672521650879,feature_importances
halstead_vocabulary,0.060165901350976034,feature_importances
total_loc,0.05959313509315829,feature_importances
executable_loc,0.05582271805386723,feature_importances
unique_operands,0.05449566475848251,feature_importances
branch_count,0.05193788174462689,feature_importances
halstead_error,0.050671773084259464,feature_importances
total_operators,0.050357408514706624,feature_importances
halstead_volume,0.047447153973014376,feature_importances
decision_density,0.04495482920895654,feature_importances
total_operands,0.04416075942965922,feature_importances
comment_loc,0.04358589135473249,feature_importances
halstead_effort,0.04046631550839439,feature_importances
decision_count,0.03350160716995435,feature_importances
call_pairs,0.028704331363602537,feature_importances
halstead_length,0.027641589498730926,feature_importances
multiple_condition_count,0.025956922131201675,feature_importances
halstead_time,0.023615993826166654,feature_importances
condition_count,0.023472210267934356,feature_importances
halstead_level,0.02334852330471409,feature_importances
design_complexity,0.022545667141300928,feature_importances
halstead_difficulty,0.02111583105838597,feature_importances
cyclomatic_complexity,0.018987950735047575,feature_importances
cyclomatic_density,0.018985994490877282,feature_importances
design_density,0.017382314615001834,feature_importances
normalized_cyclomatic_complexity,0.016512145236889857,feature_importances
blank_loc,0.012587057646858047,feature_importances
code_and_comment_loc,0.002199506548842225,feature_importances
formal_parameters,0.0013156707245697218,feature_importances
