feature,importance,source
LOC_BLANK,0.07324212713916176,feature_importances
HALSTEAD_CONTENT,0.0506706659034952,feature_importances
NUMBER_OF_LINES,0.050469361489610176,feature_importances
PERCENT_COMMENTS,0.04869262893219418,feature_importances
NUM_UNIQUE_OPERANDS,0.04571658002334081,feature_importances
HALSTEAD_VOLUME,0.03648581074439123,feature_importances
HALSTEAD_EFFORT,0.03588236614766518,feature_importances
LOC_COMMENTS,0.033545117703697246,feature_importances
HALSTEAD_LENGTH,0.03314532083271307,feature_importances
NUM_OPERANDS,0.03304560228919303,feature_importances
HALSTEAD_DIFFICULTY,0.031465382880674755,feature_importances
HALSTEAD_PROG_TIME,0.030854489586077352,feature_importances
LOC_EXECUTABLE,0.02884923515266475,feature_importances
DECISION_DENSITY,0.028163794809252126,feature_importances
LOC_TOTAL,0.028092497431398897,feature_importances
NUM_OPERATORS,0.027036664388964265,feature_importances
CYCLOMATIC_DENSITY,0.026925874255061162,feature_importances
NUM_UNIQUE_OPERATORS,0.026266237982023398,feature_importances
PARAMETER_COUNT,0.024813308869229354,feature_importances
CALL_PAIRS,0.024395762139810522,feature_importances
NORMALIZED_CYLOMATIC_COMPLEXITY,0.023323960659791615,feature_importances
EDGE_COUNT,0.022915094818266958,feature_importances
LOC_CODE_AND_COMMENT,0.022845945119880064,feature_importances
HALSTEAD_ERROR_EST,0.022762020640174872,feature_importances
NODE_COUNT,0.022033676124227682,feature_importances
DESIGN_DENSITY,0.020238691938400867,feature_importances
MAINTENANCE_SEVERITY,0.01946960262870939,feature_importances
HALSTEAD_LEVEL,0.018982837724765864,feature_importances
DESIGN_COMPLEXITY,0.0156909309692966,feature_importances
CONDITION_COUNT,0.014287947650801767,feature_importances
MODIFIED_CONDITION_COUNT,0.013730337828202275,feature_importances
MULTIPLE_CONDITION_COUNT,0.01300361053024897,feature_importances
CYCLOMATIC_COMPLEXITY,0.011991667220728837,feature_importances
DECISION_COUNT,0.011656538350928747,feature_importances
BRANCH_COUNT,0.011399000222538593,feature_importances
ESSENTIAL_DENSITY,0.010020751224177046,feature_importances
ESSENTIAL_COMPLEXITY,0.007888557648241482,feature_importances
